#chrom,start,end,region,0X,1X,10X,30X,100X,500X,1000X,5000X,10000X,mixture,batch,1X_ratio,10X_ratio,30X_ratio,100X_ratio,500X_ratio,1000X_ratio,5000X_ratio,10000X_ratio
MN908947.3,1,29903,whole genome,29902,27938,27598,26663,25830,23758,21052,962,0,o2o3o4o5-2,illumina_minimap2: pwrb,0.9343187746639021,0.9229482977727242,0.8916794863219851,0.8638218179385995,0.794528794060598,0.704033175038459,0.032171761086214966,0.0
MN908947.3,1,29903,whole genome,29902,28986,28007,27243,26418,24566,21751,931,0,o2o3o4o5-3,illumina_minimap2: pwrb,0.9693665975520032,0.9366263126212293,0.9110761821951708,0.8834860544445188,0.8215503979666912,0.727409537823557,0.031135041134372283,0.0
MN908947.3,1,29903,whole genome,29902,28644,28616,28597,27726,24560,20411,1084,175,0adgio1-2,illumina_minimap2: pwrb,0.957929235502642,0.9569928432880743,0.956357434285332,0.9272289478964618,0.821349742492141,0.6825964818406796,0.03625175573540231,0.005852451341047422
MN908947.3,1,29903,whole genome,29902,28825,28605,28090,27315,23769,18526,15,0,0aio1o2o3o4o5,illumina_minimap2: pwrb,0.9639823423182395,0.9566249749180656,0.9394020466858404,0.9134840478897732,0.7948966624306066,0.6195572202528259,0.0005016386863754933,0.0
MN908947.3,1,29903,whole genome,29902,28070,27293,26866,25573,19166,13075,884,0,0-4,illumina_minimap2: pwrb,0.9387331951040064,0.9127483111497559,0.8984683298776002,0.8552270751120327,0.6409604708715136,0.43726172162397164,0.029563239917062403,0.0
MN908947.3,1,29903,whole genome,29902,28317,28203,27924,27324,24990,20346,955,0,a-2,illumina_minimap2: pwrb,0.9469935121396562,0.9431810581232024,0.9338505785566182,0.9137850311015986,0.8357300515015718,0.6804227141997191,0.031937663032573074,0.0
MN908947.3,1,29903,whole genome,29902,28057,27452,26934,25702,19600,13156,512,0,g-2,illumina_minimap2: pwrb,0.9382984415758143,0.918065681225336,0.9007424252558357,0.8595411678148619,0.6554745501973113,0.4399705705303993,0.01712260049495017,0.0
MN908947.3,1,29903,whole genome,29902,27763,26817,26072,24898,20177,14892,2100,98,i-2,illumina_minimap2: pwrb,0.9284663233228546,0.8968296435021069,0.8719149220787907,0.8326533342251354,0.6747709183332219,0.4980268878335897,0.07022941609256905,0.003277372750986556
MN908947.3,1,29903,whole genome,29902,28659,28340,27688,27042,22585,15911,29,0,d-2,illumina_minimap2: pwrb,0.9584308741890175,0.9477626914587653,0.9259581298909771,0.9043542237977393,0.7553006487860344,0.5321048759280316,0.000969834793659287,0.0
MN908947.3,1,29903,whole genome,29902,27355,26647,26069,24755,19133,12792,1206,0,o1-2,illumina_minimap2: pwrb,0.9148217510534412,0.8911444050565179,0.8718145943415156,0.8278710454150224,0.6398568657614875,0.4277974717410207,0.04033175038458966,0.0
MN908947.3,1,29903,whole genome,29902,26144,25321,24703,23230,19863,17358,2904,177,o2-3,illumina_minimap2: pwrb,0.8743227877733931,0.8467995451809244,0.826132031302254,0.7768711123001806,0.6642699484984282,0.5804962878737209,0.0971172496822955,0.005919336499230821
MN908947.3,1,29903,whole genome,29902,28185,27294,26346,24701,21925,18903,1883,0,o3-4,illumina_minimap2: pwrb,0.9425790916995519,0.9127817537288476,0.8810781887499164,0.8260651461440707,0.7332285465855126,0.6321650725703967,0.06297237642967025,0.0
MN908947.3,1,29903,whole genome,29902,6405,6297,6285,6209,5707,5434,3125,1806,0adgio1o2o3o4o5,illumina_bwa: wb,0.21419971908233562,0.21058792054043207,0.21018660959133167,0.20764497358036252,0.19085679887632934,0.18172697478429536,0.1045080596615611,0.06039729783960939
MN908947.3,1,29903,whole genome,29902,24248,23670,23272,22584,20689,19618,11539,7698,0adgio1,illumina_bwa: wb,0.8109156578155308,0.7915858471005284,0.778275700622032,0.7552672062069427,0.6918935188281721,0.6560765166209618,0.3858939201391211,0.25744097384790315
MN908947.3,1,29903,whole genome,29902,9688,9202,8942,8834,7956,6604,3374,2550,o2o3o4o5,illumina_bwa: wb,0.32399170624038526,0.3077386128018193,0.2990435422379774,0.29543174369607383,0.2660691592535616,0.22085479232158384,0.11283526185539429,0.08527857668383386
MN908947.3,1,29903,whole genome,29902,6876,6495,6208,6084,5413,3733,1889,1544,0agio1o2,illumina_bwa: wb,0.22995117383452612,0.2172095512005886,0.2076115310012708,0.2034646511939001,0.18102468062336968,0.12484114774931443,0.06317303190422045,0.05163534211758411
MN908947.3,1,29903,whole genome,29902,9452,8955,8365,8330,8190,7908,4707,3607,0o5o3o4,illumina_bwa: wb,0.31609925757474416,0.29947829576616947,0.27974717410206673,0.27857668383385725,0.27389472276101934,0.2644639154571601,0.1574142197846298,0.12062738278376028
MN908947.3,1,29903,whole genome,29902,28867,28708,28631,28614,28099,27429,22153,14629,adgio1o2o3,illumina_bwa: wb,0.965386930640091,0.9600695605645108,0.9574944819744499,0.956925958129891,0.9397030298976657,0.917296501906227,0.7408534546184202,0.48923148953247275
MN908947.3,1,29903,whole genome,29902,28871,28824,28462,28300,27371,26672,18558,6376,agio3o4o5,illumina_bwa: wb,0.9655207009564578,0.9639488997391479,0.9518426861079526,0.9464249882950974,0.9153568323189084,0.8919804695338105,0.6206273827837603,0.21322988428867634
MN908947.3,1,29903,whole genome,29902,28586,28280,27901,27860,27132,26131,18731,5835,o1o2o3o4o5,illumina_bwa: wb,0.9559895659153234,0.9457561367132633,0.9330813992375092,0.9317102534947496,0.9073640559159922,0.873888034245201,0.6264129489666244,0.19513744900006688
MN908947.3,1,29903,whole genome,29902,19494,18787,18492,17727,15794,13670,6962,4876,0,illumina_bwa: wb,0.6519296368135911,0.6282857333957594,0.6184201725637081,0.5928365995585579,0.5281920941743027,0.4571600561835329,0.23282723563641228,0.16306601565112702
MN908947.3,1,29903,whole genome,29902,23757,22897,22331,21628,19172,17335,8285,4910,o1o2,illumina_bwa: wb,0.7944953514815063,0.7657347334626446,0.7468062336967427,0.7232961005952779,0.6411611263460638,0.5797271085546117,0.2770717677747308,0.1642030633402448
MN908947.3,1,29903,whole genome,29902,12807,12290,12143,11522,10191,8894,5364,4042,o3,illumina_bwa: wb,0.42829911042739616,0.4110092970369875,0.40609323791050767,0.38532539629456225,0.3408133235235101,0.2974382984415758,0.1793859942478764,0.1351749046886496
MN908947.3,1,29903,whole genome,29902,28179,28009,27826,27361,25973,25220,19322,10912,o5,illumina_bwa: wb,0.9423784362250017,0.9366931977794127,0.9305732058056317,0.9150224065279914,0.8686041067487125,0.8434218446926627,0.6461775132098188,0.3649254230486255
MN908947.3,1,29903,whole genome,29902,7971,6996,6597,6280,5447,5061,3472,1932,o4,illumina_bwa: wb,0.26657079793993715,0.23396428332553007,0.22062069426794195,0.2100193966958732,0.18216172831248745,0.16925289278309144,0.11611263460638084,0.06461106280516353
MN908947.3,1,29903,whole genome,29902,28611,28461,28334,28321,27552,27153,20682,8197,0-2,illumina_bwa: wb,0.9568256303926159,0.951809243528861,0.9475620359842151,0.947127282456023,0.9214099391345061,0.9080663500769179,0.6916594207745301,0.2741288208146612
MN908947.3,1,29903,whole genome,29902,24050,22580,22143,21604,19480,16809,7874,3557,a,illumina_bwa: wb,0.8042940271553742,0.7551334358905759,0.7405190288275032,0.7224934786970771,0.6514614407063073,0.5621363119523778,0.26332686776804226,0.11895525382917531
MN908947.3,1,29903,whole genome,29902,8643,8437,8050,7981,7069,6596,4078,1957,g,illumina_bwa: wb,0.28904421108955924,0.2821550397966691,0.26921276168818137,0.2669052237308541,0.23640559159922414,0.22058725168885024,0.13637883753595076,0.06544712728245602
MN908947.3,1,29903,whole genome,29902,11845,10454,10106,9746,8845,7557,3729,2333,i,illumina_bwa: wb,0.3961273493411812,0.3496087218246271,0.3379707043007157,0.3259313758277038,0.2957996120660825,0.2527255701959735,0.12470737743294763,0.07802153702093506
MN908947.3,1,29903,whole genome,29902,7094,6505,6441,6109,5387,4747,2754,1748,d,illumina_bwa: wb,0.23724165607651662,0.21754397699150557,0.2154036519296368,0.20430071567119257,0.1801551735669855,0.15875192294829776,0.09210086281854056,0.05845762825229082
MN908947.3,1,29903,whole genome,29902,774,737,734,726,616,346,264,0,0-3,illumina_bwa: wb,0.025884556216975455,0.02464718079058257,0.02454685305330747,0.024279312420573875,0.020600628720486923,0.011571132365728045,0.008828840880208681,0.0
MN908947.3,1,29903,whole genome,29902,28215,27797,27681,27638,26594,25883,19524,8600,o3-2,illumina_bwa: wb,0.9435823690723029,0.9296033710119724,0.9257240318373353,0.9242860009363922,0.8893719483646578,0.8655942746304595,0.652932914186342,0.28760618018861617
MN908947.3,1,29903,whole genome,29902,12954,12060,11847,11431,9762,8531,4311,1620,o5-2,illumina_bwa: wb,0.433215169553876,0.4033175038458966,0.3961942344993646,0.3822821215972176,0.326466457093171,0.28529864223128887,0.14417095846431677,0.05417697812855327
MN908947.3,1,29903,whole genome,29902,4976,4911,4875,4659,3681,3106,1578,1288,o5-3,illumina_bwa: wb,0.16641027356029697,0.1642365059193365,0.1630325730720353,0.1558089759882282,0.12310213363654605,0.1038726506588188,0.052772389806701896,0.04307404187010902
MN908947.3,1,29903,whole genome,29902,28430,28035,27909,27617,26840,25790,20433,9272,o4-2,illumina_bwa: wb,0.9507725235770182,0.937562704835797,0.9333489398702428,0.9235837067754665,0.897598822821216,0.8624841147749315,0.6833322185806969,0.31007959333823826
MN908947.3,1,29903,whole genome,29902,28288,27558,27550,26979,25413,24559,15835,4392,o4-3,illumina_bwa: wb,0.9460236773459969,0.9216105946090563,0.9213430539763227,0.9022473413149622,0.8498762624573607,0.8213162999130493,0.5295632399170624,0.14687980737074444
MN908947.3,1,29903,whole genome,29902,22150,21586,20639,20163,17979,15575,7658,4077,o2-2,illumina_bwa: wb,0.740753126881145,0.7218915122734265,0.690221389873587,0.674302722225938,0.6012641294896662,0.5208681693532206,0.25610327068423516,0.13634539495685907
MN908947.3,1,29903,whole genome,29902,28526,27888,27742,27580,27281,26766,23842,18920,o2o3o4o5-2,illumina_bwa: wb,0.9539830111698214,0.9326466457093171,0.927764029161929,0.9223463313490736,0.9123470002006555,0.8951240719684302,0.7973379707043007,0.6327335964149555
MN908947.3,1,29903,whole genome,29902,13369,12356,11604,10760,9709,8761,4999,3329,o2o3o4o5-3,illumina_bwa: wb,0.4470938398769313,0.4132165072570397,0.3880676877800816,0.35984215102668715,0.32469400040131097,0.2929904354223798,0.16717945287940605,0.11133034579626781
MN908947.3,1,29903,whole genome,29902,9207,8615,8291,7803,6533,6270,4298,2862,0adgio1-2,illumina_bwa: wb,0.30790582569727776,0.28810781887499165,0.277272423249281,0.2609524446525316,0.21848036920607317,0.2096849709049562,0.14373620493612468,0.09571266136044412
MN908947.3,1,29903,whole genome,29902,28878,28777,28705,28612,27734,26896,20206,8320,0aio1o2o3o4o5,illumina_bwa: wb,0.9657547990100996,0.9623770985218381,0.9599692328272357,0.9568590729717076,0.9274964885291954,0.8994716072503511,0.6757407531268812,0.2782422580429403
MN908947.3,1,29903,whole genome,29902,5031,4885,4801,4749,4244,3813,1424,638,0-4,illumina_bwa: wb,0.16824961541034045,0.1633669988629523,0.16055782221924955,0.15881880810648116,0.1419303056651729,0.12751655407665038,0.04762223262658016,0.021336365460504315
MN908947.3,1,29903,whole genome,29902,28504,28101,28065,27621,26544,25745,9402,1081,a-2,illumina_bwa: wb,0.9532472744298041,0.9397699150558491,0.9385659822085479,0.9237174770918333,0.8876998194100729,0.860979198715805,0.3144271286201592,0.03615142799812721
MN908947.3,1,29903,whole genome,29902,6699,6251,6150,5899,5564,5297,3122,2184,g-2,illumina_bwa: wb,0.2240318373352953,0.2090495619022139,0.20567186141395224,0.19727777406193567,0.1860745100662163,0.17714534144873254,0.104407731924286,0.07303859273627182
MN908947.3,1,29903,whole genome,29902,6393,6289,6217,5784,4631,4321,3115,1694,i-2,illumina_bwa: wb,0.21379840813323522,0.21032037990769847,0.20791251421309612,0.1934318774663902,0.15487258377366062,0.14450538425523377,0.1041736338706441,0.05665172898133904
MN908947.3,1,29903,whole genome,29902,28735,28681,28637,27973,26906,26229,16984,5510,d-2,illumina_bwa: wb,0.9609725101999866,0.9591666109290349,0.957695137449,0.9354892649321116,0.8998060330412682,0.8771654069961875,0.5679887632934252,0.18426861079526452
MN908947.3,1,29903,whole genome,29902,13352,11794,11185,11070,10125,8970,5516,3279,o1-2,illumina_bwa: wb,0.44652531603237244,0.39442177780750454,0.37405524714065946,0.37020935054511406,0.33860611330345797,0.299979934452545,0.18446926626981472,0.10965821684168284
MN908947.3,1,29903,whole genome,29902,9513,8927,8295,7798,6663,6300,3671,2598,o2-3,illumina_bwa: wb,0.31813925489933786,0.2985419035516019,0.2774061935656478,0.26078523175707313,0.2228279044879941,0.21068824827770719,0.12276770784562906,0.08688382048023544
MN908947.3,1,29903,whole genome,29902,27894,27294,27179,26961,25533,24540,17623,7419,o3-4,illumina_bwa: wb,0.9328473011838673,0.9127817537288476,0.9089358571333022,0.9016453748913116,0.8538893719483647,0.820680890910307,0.5893585713330212,0.24811049428131898
MN908947.3,1,29903,whole genome,29902,28633,28077,27424,25217,16780,8125,0,0,0adgio1o2o3o4o5,illumina_bwa: nwrb,0.9575613671326333,0.9389672931576483,0.9171292890107685,0.8433215169553876,0.5611664771587185,0.27172095512005884,0.0,0.0
MN908947.3,1,29903,whole genome,29902,28646,28109,27101,25324,18519,11781,961,0,0adgio1,illumina_bwa: nwrb,0.9579961206608254,0.9400374556885827,0.9063273359641496,0.8468998729181995,0.619323122199184,0.3939870242793124,0.032138318507123266,0.0
MN908947.3,1,29903,whole genome,29902,28136,27046,26030,23345,17589,11465,591,0,o2o3o4o5,illumina_bwa: nwrb,0.9409404053240585,0.9044879941141061,0.8705103337569393,0.780717008895726,0.5882215236439035,0.38341916928633535,0.019764564243194435,0.0
MN908947.3,1,29903,whole genome,29902,28665,27877,27412,26077,19888,13868,1302,0,0agio1o2,illumina_bwa: nwrb,0.9586315296635677,0.9322787773393084,0.9167279780616682,0.8720821349742492,0.6651060129757207,0.46378168684368937,0.04354223797739282,0.0
MN908947.3,1,29903,whole genome,29902,28624,27918,27385,25497,18253,11555,180,0,0o5o3o4,illumina_bwa: nwrb,0.9572603839208079,0.9336499230820681,0.9158250284261922,0.8526854391010634,0.6104273961607919,0.3864290014045883,0.006019664236505919,0.0
MN908947.3,1,29903,whole genome,29902,28641,28614,28200,27405,23407,19034,1145,3,adgio1o2o3,illumina_bwa: nwrb,0.9578289077653669,0.956925958129891,0.9430807303859273,0.9164938800080262,0.7827904487994114,0.6365460504314092,0.038291753059995985,0.00010032773727509866
MN908947.3,1,29903,whole genome,29902,28545,28310,28293,27789,25716,22638,2992,350,agio3o4o5,illumina_bwa: nwrb,0.9546184201725637,0.9467594140860143,0.9461908902414554,0.9293358303792388,0.8600093639221457,0.7570731054778944,0.10006019664236505,0.011704902682094844
MN908947.3,1,29903,whole genome,29902,28032,27631,27364,26622,23608,19327,491,0,o1o2o3o4o5,illumina_bwa: nwrb,0.9374623770985219,0.9240519028827503,0.9151227342652666,0.8903083405792255,0.789512407196843,0.6463447261052773,0.01642030633402448,0.0
MN908947.3,1,29903,whole genome,29902,28464,28194,27610,26953,23110,17298,818,0,0,illumina_bwa: nwrb,0.9519095712661361,0.9428800749113772,0.9233496087218246,0.901377834258578,0.7728580028091766,0.5784897331282188,0.027356029697010235,0.0
MN908947.3,1,29903,whole genome,29902,27358,26233,25578,24428,17378,10982,440,0,o1o2,illumina_bwa: nwrb,0.9149220787907163,0.8772991773125544,0.8553942880074912,0.8169353220520367,0.5811651394555548,0.3672664035850445,0.014714734800347802,0.0
MN908947.3,1,29903,whole genome,29902,26930,25860,24911,23624,18184,11287,607,0,o3,illumina_bwa: nwrb,0.900608654939469,0.8648250953113504,0.8330880877533275,0.7900474884623102,0.6081198582034647,0.37746639020801287,0.02029964550866163,0.0
MN908947.3,1,29903,whole genome,29902,27434,26427,26100,25059,22726,19467,1588,0,o5,illumina_bwa: nwrb,0.9174637148016855,0.883787037656344,0.8728513142933583,0.8380375894588991,0.760016052437964,0.6510266871781152,0.05310681559761889,0.0
MN908947.3,1,29903,whole genome,29902,27073,26154,25392,24376,19655,14513,381,0,o4,illumina_bwa: nwrb,0.905390943749582,0.87465721356431,0.849173968296435,0.8151963079392682,0.6573138920473547,0.4853521503578356,0.012741622633937529,0.0
MN908947.3,1,29903,whole genome,29902,28370,28328,28281,27918,25630,21070,474,0,0-2,illumina_bwa: nwrb,0.9487659688315163,0.9473613805096649,0.9457895792923551,0.9336499230820681,0.8571333021202595,0.7046351414621096,0.015851782489465588,0.0
MN908947.3,1,29903,whole genome,29902,28051,27822,27442,26423,22873,17564,1597,0,a,illumina_bwa: nwrb,0.9380977861012642,0.9304394354892649,0.9177312554344191,0.8836532673399773,0.7649321115644439,0.5873854591666109,0.053407798809444185,0.0
MN908947.3,1,29903,whole genome,29902,28056,27910,27195,25737,21986,17314,1821,0,g,illumina_bwa: nwrb,0.9382649989967227,0.9333823824493345,0.9094709383987694,0.8607116580830714,0.7352685439101063,0.579024814393686,0.06089893652598488,0.0
MN908947.3,1,29903,whole genome,29902,27760,26975,26259,25080,19272,11687,406,0,i,illumina_bwa: nwrb,0.9283659955855795,0.9021135709985955,0.8781686843689386,0.8387398836198248,0.6445053842552337,0.3908434218446927,0.013577687111230018,0.0
MN908947.3,1,29903,whole genome,29902,28193,27451,26930,25126,16352,8796,90,0,d,illumina_bwa: nwrb,0.9428466323322855,0.9180322386462444,0.900608654939469,0.8402782422580429,0.546853053307471,0.29416092569058927,0.0030098321182529596,0.0
MN908947.3,1,29903,whole genome,29902,27971,27233,26374,24594,13786,5533,0,0,0-3,illumina_bwa: nwrb,0.9354223797739282,0.9107417564042539,0.8820145809644839,0.8224867901812588,0.46103939535817,0.18503779011437363,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27936,27309,27010,25758,23340,19108,591,0,o3-2,illumina_bwa: nwrb,0.9342518895057187,0.913283392415223,0.9032840612668049,0.8614139522439971,0.7805497960002675,0.639020801284195,0.019764564243194435,0.0
MN908947.3,1,29903,whole genome,29902,26915,25578,24667,23086,18796,14182,2117,255,o5-2,illumina_bwa: nwrb,0.9001070162530934,0.8553942880074912,0.8249280984549529,0.7720553809109758,0.6285867166075848,0.47428265667848307,0.07079793993712795,0.008527857668383385
MN908947.3,1,29903,whole genome,29902,26601,25518,24781,23003,17234,9980,237,0,o5-3,illumina_bwa: nwrb,0.8896060464182998,0.8533877332619891,0.8287405524714065,0.7692796468463647,0.57634940806635,0.33375693933516154,0.007925891244732794,0.0
MN908947.3,1,29903,whole genome,29902,27772,26815,26283,25076,23085,19357,611,0,o4-2,illumina_bwa: nwrb,0.92876730653468,0.8967627583439235,0.8789713062671394,0.8386061133034579,0.7720219383318841,0.6473480034780282,0.020433415825028427,0.0
MN908947.3,1,29903,whole genome,29902,27653,27020,26583,25115,21723,16304,0,0,o4-3,illumina_bwa: nwrb,0.9247876396227677,0.9036184870577219,0.8890040799946491,0.8399103738880342,0.7264731456089893,0.5452478095110695,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27320,26737,25877,24596,20936,15608,684,0,o2-2,illumina_bwa: nwrb,0.9136512607852317,0.8941542371747709,0.8653936191559093,0.8225536753394421,0.7001538358638218,0.5219717744632466,0.022874724098722495,0.0
MN908947.3,1,29903,whole genome,29902,27795,27032,26563,25491,22850,19986,2269,0,o2o3o4o5-2,illumina_bwa: nwrb,0.929536485853789,0.9040197980068223,0.8883352284128152,0.8524847836265133,0.7641629322453347,0.6683833857267072,0.07588121195906629,0.0
MN908947.3,1,29903,whole genome,29902,28297,27507,26771,25544,21388,17717,1128,0,o2o3o4o5-3,illumina_bwa: nwrb,0.9463246605578223,0.9199050230753796,0.8952912848638886,0.8542572403183734,0.71526988161327,0.5925021737676409,0.037723229215437096,0.0
MN908947.3,1,29903,whole genome,29902,28647,28112,27649,26440,20894,14562,1161,0,0adgio1-2,illumina_bwa: nwrb,0.9580295632399171,0.9401377834258579,0.9246538693064009,0.8842217911845361,0.6987492475419704,0.4869908367333289,0.03882683432546318,0.0
MN908947.3,1,29903,whole genome,29902,28700,28630,28612,28003,25928,23217,2934,297,0aio1o2o3o4o5,illumina_bwa: nwrb,0.9598020199317772,0.9574610393953582,0.9568590729717076,0.9364925423048626,0.867099190689586,0.7764363587719885,0.09812052705504648,0.009932445990234767
MN908947.3,1,29903,whole genome,29902,28064,27005,26604,24929,18001,11242,716,0,0-4,illumina_bwa: nwrb,0.9385325396294563,0.9031168483713464,0.8897063741555749,0.8336900541769782,0.6019998662296836,0.37596147414888637,0.02394488662965688,0.0
MN908947.3,1,29903,whole genome,29902,28043,27885,27457,25997,19805,12013,0,0,a-2,illumina_bwa: nwrb,0.9378302454685306,0.932546317972042,0.9182328941207946,0.8694067286469133,0.6623302789111096,0.4017457026285867,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27953,27330,26562,25226,19019,13483,1902,92,g-2,illumina_bwa: nwrb,0.9348204133502775,0.9139856865761488,0.8883017858337235,0.8436225001672129,0.6360444117450338,0.45090629389338505,0.06360778543241255,0.0030767172764363587
MN908947.3,1,29903,whole genome,29902,27730,26608,25635,23102,13656,7053,610,0,i-2,illumina_bwa: nwrb,0.9273627182128286,0.8898401444719417,0.857300515015718,0.772590462176443,0.45669186007624907,0.23587051033375694,0.020399973245936728,0.0
MN908947.3,1,29903,whole genome,29902,26818,25868,25329,23798,17981,11445,1547,122,d-2,illumina_bwa: nwrb,0.8968630860811986,0.865092635944084,0.847067085813658,0.795866497224266,0.6013310146478497,0.38275031770450135,0.05173566985485921,0.004079994649187345
MN908947.3,1,29903,whole genome,29902,28443,28316,27907,27080,23148,17053,140,0,o1-2,illumina_bwa: nwrb,0.9512072771052104,0.9469600695605646,0.9332820547120594,0.9056250418032239,0.7741288208146613,0.5702963012507525,0.004681961072837937,0.0
MN908947.3,1,29903,whole genome,29902,26904,25998,25236,24299,21179,17209,523,0,o2-3,illumina_bwa: nwrb,0.8997391478830847,0.8694401712260049,0.8439569259581299,0.8126212293492074,0.7082803825831048,0.5755133435890576,0.017490468864958867,0.0
MN908947.3,1,29903,whole genome,29902,26831,25769,24648,23693,19503,13819,366,0,o3-4,illumina_bwa: nwrb,0.8972978396093907,0.8617818206140058,0.8242926894522106,0.7923550264196375,0.6522306200254163,0.4621430004681961,0.012239983947562035,0.0
MN908947.3,1,29903,whole genome,29902,29782,29738,29144,26882,23114,17484,140,0,0adgio1o2o3o4o5,illumina_bwa: pwrb,0.995986890508996,0.9945154170289613,0.9746505250484917,0.8990034111430674,0.7729917731255435,0.584710052839275,0.004681961072837937,0.0
MN908947.3,1,29903,whole genome,29902,28648,28563,28096,27717,23665,18868,2250,105,0adgio1,illumina_bwa: pwrb,0.9580630058190087,0.9552203865962143,0.9396027021603907,0.9269279646846365,0.7914186342050699,0.6309945823021872,0.07524580295632399,0.003511470804628453
MN908947.3,1,29903,whole genome,29902,28289,27932,27416,26864,24420,22336,2962,0,o2o3o4o5,illumina_bwa: pwrb,0.9460571199250887,0.9341181191893518,0.9168617483780349,0.8984014447194167,0.8166677814193031,0.7469734465922012,0.09905691926961407,0.0
MN908947.3,1,29903,whole genome,29902,28346,28315,28303,27785,25003,22983,4603,12,0agio1o2,illumina_bwa: pwrb,0.9479633469333155,0.9469266269814728,0.9465253160323724,0.9292020600628721,0.8361648050297639,0.7686107952645308,0.15393619155909305,0.0004013109491003946
MN908947.3,1,29903,whole genome,29902,28717,28616,28603,27226,23390,18138,265,0,0o5o3o4,illumina_bwa: pwrb,0.960370543776336,0.9569928432880743,0.9565580897598823,0.910507658350612,0.7822219249548525,0.6065814995652464,0.008862283459300381,0.0
MN908947.3,1,29903,whole genome,29902,28646,28622,28487,27305,24267,21387,3010,11,adgio1o2o3,illumina_bwa: pwrb,0.9579961206608254,0.9571934987626246,0.9526787505852451,0.9131496220988563,0.811551066818273,0.7152364390341783,0.10066216306601565,0.00036786837000869505
MN908947.3,1,29903,whole genome,29902,28342,28311,28300,28140,26290,23911,4951,418,agio3o4o5,illumina_bwa: pwrb,0.9478295766169487,0.946792856665106,0.9464249882950974,0.9410741756404254,0.8792054043207812,0.799645508661628,0.1655742090830045,0.013978998060330412
MN908947.3,1,29903,whole genome,29902,28130,27873,27470,26658,25055,22673,1383,0,o1o2o3o4o5,illumina_bwa: pwrb,0.9407397498495084,0.9321450070229416,0.9186676476489867,0.8915122734265266,0.8379038191425323,0.7582435957461039,0.04625108688382048,0.0
MN908947.3,1,29903,whole genome,29902,28342,28035,27524,25998,17094,7552,0,0,0,illumina_bwa: pwrb,0.9478295766169487,0.937562704835797,0.9204735469199384,0.8694401712260049,0.5716674469935121,0.252558357300515,0.0,0.0
MN908947.3,1,29903,whole genome,29902,27858,27347,27017,26406,24384,22065,480,0,o1o2,illumina_bwa: pwrb,0.9316433683365661,0.9145542104207076,0.9035181593204468,0.8830847434954183,0.8154638485720018,0.7379105076583506,0.016052437964015787,0.0
MN908947.3,1,29903,whole genome,29902,27753,27089,26743,26055,23685,18555,11,0,o3,illumina_bwa: pwrb,0.9281318975319377,0.9059260250150492,0.8943548926493211,0.8713463982342319,0.7920874857869039,0.6205270550464852,0.00036786837000869505,0.0
MN908947.3,1,29903,whole genome,29902,27138,26947,26439,25246,22955,19019,864,0,o5,illumina_bwa: pwrb,0.9075647113905424,0.9011771787840278,0.8841883486054445,0.8442913517490469,0.7676744030499633,0.6360444117450338,0.028894388335228414,0.0
MN908947.3,1,29903,whole genome,29902,28479,27158,26426,25623,23987,20709,619,0,o4,illumina_bwa: pwrb,0.9524112099525115,0.9082335629723765,0.8837535950772524,0.8568992040666176,0.8021871446725971,0.692562370410006,0.020700956457762022,0.0
MN908947.3,1,29903,whole genome,29902,29197,29081,28740,27468,23983,19299,665,0,0-2,illumina_bwa: pwrb,0.9764229817403518,0.9725436425657147,0.9611397230954452,0.9186007624908032,0.8020533743562304,0.6454083338907096,0.022239315095980202,0.0
MN908947.3,1,29903,whole genome,29902,28050,28017,27933,27118,23264,17601,59,0,a,illumina_bwa: pwrb,0.9380643435221724,0.9369607384121463,0.9341515617684436,0.9068958598087085,0.7780081599892984,0.5886228345930038,0.0019731121664102735,0.0
MN908947.3,1,29903,whole genome,29902,28048,28015,28003,27259,25322,21370,1018,0,g,illumina_bwa: pwrb,0.9379974583639891,0.9368938532539629,0.9364925423048626,0.911611263460638,0.846832987760016,0.7146679151896195,0.03404454551535015,0.0
MN908947.3,1,29903,whole genome,29902,27786,27746,27679,26867,24412,19339,237,0,i,illumina_bwa: pwrb,0.9292355026419638,0.9278977994782958,0.9256571466791519,0.8985017724566918,0.8164002407865695,0.6467460370543776,0.007925891244732794,0.0
MN908947.3,1,29903,whole genome,29902,28356,28296,28063,27275,24810,19607,246,0,d,illumina_bwa: pwrb,0.9482977727242325,0.9462912179787305,0.9384990970503645,0.9121463447261052,0.8297103872650659,0.6557086482509531,0.00822687445655809,0.0
MN908947.3,1,29903,whole genome,29902,28500,28208,27497,26097,20288,14276,206,0,0-3,illumina_bwa: pwrb,0.9531135041134372,0.9433482710186609,0.9195705972844626,0.8727509865560832,0.6784830446124005,0.4774262591131028,0.0068891712928901075,0.0
MN908947.3,1,29903,whole genome,29902,27927,27220,26943,25720,23123,16856,0,0,o3-2,illumina_bwa: pwrb,0.9339509062938934,0.9103070028760618,0.9010434084676611,0.8601431342385125,0.7732927563373687,0.5637081131696876,0.0,0.0
MN908947.3,1,29903,whole genome,29902,26519,25936,25151,24142,19987,13023,110,0,o5-2,illumina_bwa: pwrb,0.8868637549327805,0.8673667313223196,0.8411143067353354,0.8073707444318106,0.668416828305799,0.43552270751120326,0.0036786837000869505,0.0
